APN,COMMUNITY,SITUS,LAT,LONG
509-19-354,MARLEYPARK,14598 W EUGENE TER SURPRISE 85379,33.60726957,-112.3743832
509-19-355,MARLEYPARK,14610 W EUGENE TER SURPRISE 85379,33.60727068,-112.3745737
509-19-356,MARLEYPARK,14624 W EUGENE TER SURPRISE 85379,33.60727179,-112.3747642
509-19-357,MARLEYPARK,14636 W EUGENE TER SURPRISE 85379,33.6072729,-112.3749547
509-19-358,MARLEYPARK,14648 W EUGENE TER SURPRISE 85379,33.60727401,-112.3751451
509-19-359,MARLEYPARK,14660 W EUGENE TER SURPRISE 85379,33.60727512,-112.3753356
509-19-360,MARLEYPARK,14668 W EUGENE TER SURPRISE 85379,33.60727624,-112.3755261
509-19-361,MARLEYPARK,14665 W EUGENE TER SURPRISE 85379,33.60680354,-112.3755301
509-19-362,MARLEYPARK,14657 W EUGENE TER SURPRISE 85379,33.60680243,-112.3753396
509-19-363,MARLEYPARK,14645 W EUGENE TER SURPRISE 85379,33.60680132,-112.3751491
509-19-364,MARLEYPARK,14633 W EUGENE TER SURPRISE 85379,33.6068002,-112.3749586
509-19-365,MARLEYPARK,14621 W EUGENE TER SURPRISE 85379,33.60679909,-112.3747682
509-19-366,MARLEYPARK,14609 W EUGENE TER SURPRISE 85379,33.60679798,-112.3745777
509-19-367,MARLEYPARK,14597 W EUGENE TER SURPRISE 85379,33.60679687,-112.3743872
509-19-368,MARLEYPARK,14585 W EUGENE TER SURPRISE 85379,33.60679575,-112.3741967
509-19-369,MARLEYPARK,14573 W EUGENE TER SURPRISE 85379,33.60679368,-112.3738418
509-19-380,MARLEYPARK,14584 W ALEXANDRIA SURPRISE 85379,33.606466,-112.3741995
509-19-381,MARLEYPARK,14596 W ALEXANDRIA SURPRISE 85379,33.60646711,-112.37439
509-19-384,MARLEYPARK,14632 W ALEXANDRIA SURPRISE 85379,33.60647045,-112.3749614
509-19-385,MARLEYPARK,14644 W ALEXANDRIA SURPRISE 85379,33.60647156,-112.3751519
509-19-386,MARLEYPARK,14656 W ALEXANDRIA SURPRISE 85379,33.60647267,-112.3753423
509-19-387,MARLEYPARK,14664 W ALEXANDRIA SURPRISE 85379,33.60647378,-112.3755328
509-19-388,MARLEYPARK,14673 W ALEXANDRIA SURPRISE 85379,33.60601736,-112.3757811
509-19-389,MARLEYPARK,14669 W ALEXANDRIA SURPRISE 85379,33.60600169,-112.3755906
509-19-390,MARLEYPARK,14661 W ALEXANDRIA SURPRISE 85379,33.6060003,-112.3754
509-19-391,MARLEYPARK,14647 W ALEXANDRIA SURPRISE 85379,33.60599919,-112.3752095
509-19-392,MARLEYPARK,14635 W ALEXANDRIA SURPRISE 85379,33.60599807,-112.375019
509-19-393,MARLEYPARK,14623 W ALEXANDRIA SURPRISE 85379,33.60599696,-112.3748285
509-19-394,MARLEYPARK,14611 W ALEXANDRIA SURPRISE 85379,33.60599585,-112.3746381
509-19-395,MARLEYPARK,14599 W ALEXANDRIA SURPRISE 85379,33.60599474,-112.3744476
509-19-421,MARLEYPARK,14305 W VOLTAIRE ST SURPRISE 85379,33.60756205,-112.3679655
509-19-422,MARLEYPARK,14311 W VOLTAIRE ST SURPRISE 85379,33.60756307,-112.3681396
509-19-423,MARLEYPARK,14317 W VOLTAIRE ST SURPRISE 85379,33.60756408,-112.3683137
509-19-424,MARLEYPARK,14329 W VOLTAIRE ST SURPRISE 85379,33.6075651,-112.3684878
509-19-425,MARLEYPARK,14337 W VOLTAIRE ST SURPRISE 85379,33.60756612,-112.3686619
509-19-426,MARLEYPARK,14345 W VOLTAIRE ST SURPRISE 85379,33.60756714,-112.368836
509-19-427,MARLEYPARK,14351 W VOLTAIRE ST SURPRISE 85379,33.60756815,-112.3690102
509-19-428,MARLEYPARK,14359 W VOLTAIRE ST SURPRISE 85379,33.60756917,-112.3691843
509-19-429,MARLEYPARK,14381 W VOLTAIRE ST SURPRISE 85379,33.6075712,-112.3695329
509-19-430,MARLEYPARK,14389 W VOLTAIRE ST SURPRISE 85379,33.60757222,-112.3697077
509-19-431,MARLEYPARK,14395 W VOLTAIRE ST SURPRISE 85379,33.60757325,-112.3698825
509-19-432,MARLEYPARK,14403 W VOLTAIRE ST SURPRISE 85379,33.60757427,-112.3700573
509-19-433,MARLEYPARK,14417 W VOLTAIRE ST SURPRISE 85379,33.60757529,-112.3702322
509-19-434,MARLEYPARK,14423 W VOLTAIRE ST SURPRISE 85379,33.60758996,-112.3704385
509-19-435,MARLEYPARK,13584 N 144TH DR SURPRISE 85379,33.60744055,-112.3709271
509-19-436,MARLEYPARK,13568 N 144TH DR SURPRISE 85379,33.60723543,-112.3708328
509-19-437,MARLEYPARK,13565 N 144TH LN SURPRISE 85379,33.607207,-112.3712322
509-19-438,MARLEYPARK,13579 N 144TH LN SURPRISE 85379,33.60736734,-112.3713131
509-19-439,MARLEYPARK,13586 N 144TH LN SURPRISE 85379,33.60738535,-112.3719056
509-19-440,MARLEYPARK,13574 N 144TH LN SURPRISE 85379,33.60724118,-112.3718581
509-19-441,MARLEYPARK,13566 N 144TH LN SURPRISE 85379,33.60709822,-112.3718057
509-19-442,MARLEYPARK,13550 N 144TH LN SURPRISE 85379,33.60695824,-112.3717425
509-19-443,MARLEYPARK,13534 N 144TH DR SURPRISE 85379,33.60684183,-112.3712744
509-19-444,MARLEYPARK,13518 N 144TH DR SURPRISE 85379,33.6066879,-112.3712764
509-19-445,MARLEYPARK,13500 N 144TH DR SURPRISE 85379,33.60653563,-112.3712512
509-19-446,MARLEYPARK,13484 N 144TH DR SURPRISE 85379,33.60639014,-112.3712273
509-19-447,MARLEYPARK,14418 W EUGENE TER SURPRISE 85379,33.6072583,-112.370323
509-19-448,MARLEYPARK,14410 W EUGENE TER SURPRISE 85379,33.60724471,-112.3701124
509-19-449,MARLEYPARK,14398 W EUGENE TER SURPRISE 85379,33.60724361,-112.3699227
509-19-450,MARLEYPARK,14390 W EUGENE TER SURPRISE 85379,33.60724249,-112.3697329
509-19-451,MARLEYPARK,14382 W EUGENE TER SURPRISE 85379,33.60724139,-112.3695431
509-19-452,MARLEYPARK,14358 W EUGENE TER SURPRISE 85379,33.60723931,-112.369187
509-19-453,MARLEYPARK,14350 W EUGENE TER SURPRISE 85379,33.60723829,-112.3690129
509-19-454,MARLEYPARK,14344 W EUGENE TER SURPRISE 85379,33.60723727,-112.3688388
509-19-455,MARLEYPARK,14336 W EUGENE TER SURPRISE 85379,33.60723626,-112.3686647
509-19-456,MARLEYPARK,14328 W EUGENE TER SURPRISE 85379,33.60723524,-112.3684906
509-19-457,MARLEYPARK,14316 W EUGENE TER SURPRISE 85379,33.60723422,-112.3683164
509-19-458,MARLEYPARK,14310 W EUGENE TER SURPRISE 85379,33.6072332,-112.3681423
509-19-459,MARLEYPARK,14304 W EUGENE TER SURPRISE 85379,33.60723219,-112.3679682
509-19-460,MARLEYPARK,14303 W EUGENE TER SURPRISE 85379,33.60675933,-112.3679722
509-19-461,MARLEYPARK,14309 W EUGENE TER SURPRISE 85379,33.60676035,-112.3681463
509-19-462,MARLEYPARK,14315 W EUGENE TER SURPRISE 85379,33.60676136,-112.3683204
509-19-463,MARLEYPARK,14327 W EUGENE TER SURPRISE 85379,33.60676238,-112.3684945
509-19-464,MARLEYPARK,14335 W EUGENE TER SURPRISE 85379,33.6067634,-112.3686686
509-19-465,MARLEYPARK,14343 W EUGENE TER SURPRISE 85379,33.60676442,-112.3688427
509-19-466,MARLEYPARK,14349 W EUGENE TER SURPRISE 85379,33.60676543,-112.3690169
509-19-467,MARLEYPARK,14357 W EUGENE TER SURPRISE 85379,33.60676645,-112.369191
509-19-468,MARLEYPARK,14379 W EUGENE TER SURPRISE 85379,33.60676848,-112.3695392
509-19-469,MARLEYPARK,14385 W EUGENE TER SURPRISE 85379,33.6067695,-112.3697133
509-19-470,MARLEYPARK,14393 W EUGENE TER SURPRISE 85379,33.60677052,-112.3698874
509-19-471,MARLEYPARK,14405 W EUGENE TER SURPRISE 85379,33.60677153,-112.3700615
509-19-472,MARLEYPARK,14413 W EUGENE TER SURPRISE 85379,33.60677255,-112.3702357
509-19-473,MARLEYPARK,14429 W EUGENE TER SURPRISE 85379,33.60677356,-112.3704098
509-19-474,MARLEYPARK,14437 W EUGENE TER SURPRISE 85379,33.60677458,-112.3705839
509-19-475,MARLEYPARK,14441 W EUGENE TER SURPRISE 85379,33.60677754,-112.37077
509-19-476,MARLEYPARK,14440 W OLD OAK LN SURPRISE 85379,33.60642063,-112.3707175
509-19-477,MARLEYPARK,14432 W OLD OAK LN SURPRISE 85379,33.60641963,-112.3705074
509-19-478,MARLEYPARK,14424 W OLD OAK LN SURPRISE 85379,33.60641561,-112.3703126
509-19-479,MARLEYPARK,14408 W OLD OAK LN SURPRISE 85379,33.6064145,-112.370122
509-19-480,MARLEYPARK,14396 W OLD OAK LN SURPRISE 85379,33.60641339,-112.3699315
509-19-481,MARLEYPARK,14388 W OLD OAK LN SURPRISE 85379,33.60641228,-112.3697409
509-19-482,MARLEYPARK,14380 W OLD OAK LN SURPRISE 85379,33.60641116,-112.3695504
509-19-483,MARLEYPARK,14356 W OLD OAK LN SURPRISE 85379,33.60640909,-112.3691939
509-19-484,MARLEYPARK,14348 W OLD OAK LN SURPRISE 85379,33.60640807,-112.3690198
509-19-485,MARLEYPARK,14342 W OLD OAK LN SURPRISE 85379,33.60640706,-112.3688457
509-19-486,MARLEYPARK,14334 W OLD OAK LN SURPRISE 85379,33.60640604,-112.3686716
509-19-487,MARLEYPARK,14326 W OLD OAK LN SURPRISE 85379,33.60640503,-112.3684975
509-19-488,MARLEYPARK,14314 W OLD OAK LN SURPRISE 85379,33.60640401,-112.3683234
509-19-489,MARLEYPARK,14308 W OLD OAK LN SURPRISE 85379,33.60640299,-112.3681493
509-19-490,MARLEYPARK,14302 W OLD OAK LN SURPRISE 85379,33.60640197,-112.3679751
509-19-491,MARLEYPARK,13467 N 143RD AVE SURPRISE 85379,33.606309,-112.3674828
509-19-492,MARLEYPARK,13489 N 143RD AVE SURPRISE 85379,33.60646854,-112.3674867
509-19-493,MARLEYPARK,13507 N 143RD AVE SURPRISE 85379,33.60661423,-112.3674856
509-19-494,MARLEYPARK,13525 N 143RD AVE SURPRISE 85379,33.60675993,-112.3674843
509-19-495,MARLEYPARK,13541 N 143RD AVE SURPRISE 85379,33.60690563,-112.3674831
509-19-496,MARLEYPARK,13563 N 143RD AVE SURPRISE 85379,33.60705131,-112.3674819
509-19-497,MARLEYPARK,13575 N 143RD AVE SURPRISE 85379,33.60719701,-112.3674807
509-19-498,MARLEYPARK,13591 N 143RD AVE SURPRISE 85379,33.6073427,-112.3674794
509-19-499,MARLEYPARK,13605 N 143RD AVE SURPRISE 85379,33.60748976,-112.3674782
509-19-500,MARLEYPARK,13621 N 143RD AVE SURPRISE 85379,33.60763683,-112.3674769
509-19-501,MARLEYPARK,13639 N 143RD AVE SURPRISE 85379,33.60778255,-112.3674755
509-19-512,MARLEYPARK,13620 N 144TH LN SURPRISE 85379,33.6077769,-112.3720081
509-19-513,MARLEYPARK,13644 N 144TH LN SURPRISE 85379,33.60792445,-112.3720371
509-19-514,MARLEYPARK,13660 N 144TH LN SURPRISE 85379,33.60807264,-112.3720609
509-19-515,MARLEYPARK,13682 N 144TH LN SURPRISE 85379,33.60822135,-112.3720796
509-19-516,MARLEYPARK,13698 N 144TH LN SURPRISE 85379,33.60837044,-112.3720932
509-19-517,MARLEYPARK,13714 N 144TH LN SURPRISE 85379,33.60852027,-112.3721
509-19-518,MARLEYPARK,13730 N 144TH LN SURPRISE 85379,33.60866777,-112.3720883
509-19-519,MARLEYPARK,14472 W GEORGIA DR SURPRISE 85379,33.60885639,-112.3717753
509-19-520,MARLEYPARK,14464 W GEORGIA DR SURPRISE 85379,33.60885856,-112.3716014
509-19-521,MARLEYPARK,14456 W GEORGIA DR SURPRISE 85379,33.60885754,-112.3714272
509-19-522,MARLEYPARK,14450 W GEORGIA DR SURPRISE 85379,33.60885651,-112.3712531
509-19-523,MARLEYPARK,14442 W GEORGIA DR SURPRISE 85379,33.60885549,-112.371079
509-19-524,MARLEYPARK,14436 W GEORGIA DR SURPRISE 85379,33.6088586,-112.3709048
509-19-525,MARLEYPARK,14432 W GEORGIA DR SURPRISE 85379,33.60885759,-112.3707307
509-19-526,MARLEYPARK,14426 W GEORGIA DR SURPRISE 85379,33.60885657,-112.3705566
509-19-527,MARLEYPARK,14420 W GEORGIA DR SURPRISE 85379,33.60885555,-112.3703825
509-19-528,MARLEYPARK,14414 W GEORGIA DR SURPRISE 85379,33.60885453,-112.3702084
509-19-529,MARLEYPARK,14402 W GEORGIA DR SURPRISE 85379,33.60884938,-112.3700343
509-19-530,MARLEYPARK,14394 W GEORGIA DR SURPRISE 85379,33.60884836,-112.3698601
509-19-531,MARLEYPARK,14386 W GEORGIA DR SURPRISE 85379,33.60884734,-112.369686
509-19-532,MARLEYPARK,14378 W GEORGIA DR SURPRISE 85379,33.60884632,-112.3695119
509-19-533,MARLEYPARK,14364 W GEORGIA DR SURPRISE 85379,33.60884942,-112.3693378
509-19-534,MARLEYPARK,14356 W GEORGIA DR SURPRISE 85379,33.6088484,-112.3691636
509-19-535,MARLEYPARK,14348 W GEORGIA DR SURPRISE 85379,33.60884738,-112.3689895
509-19-536,MARLEYPARK,14340 W GEORGIA DR SURPRISE 85379,33.60884635,-112.3688154
509-19-537,MARLEYPARK,14334 W GEORGIA DR SURPRISE 85379,33.60884533,-112.3686413
509-19-538,MARLEYPARK,14322 W GEORGIA DR SURPRISE 85379,33.60884019,-112.3684672
509-19-539,MARLEYPARK,14314 W GEORGIA DR SURPRISE 85379,33.60883916,-112.3682931
509-19-540,MARLEYPARK,14310 W GEORGIA DR SURPRISE 85379,33.60883814,-112.3681189
509-19-541,MARLEYPARK,14304 W GEORGIA DR SURPRISE 85379,33.60883711,-112.3679448
509-19-542,MARLEYPARK,14300 W GEORGIA DR SURPRISE 85379,33.60882743,-112.3677696
509-19-543,MARLEYPARK,14307 W GEORGIA DR SURPRISE 85379,33.60836435,-112.3679602
509-19-544,MARLEYPARK,14311 W GEORGIA DR SURPRISE 85379,33.6083654,-112.3681375
509-19-545,MARLEYPARK,14315 W GEORGIA DR SURPRISE 85379,33.60836644,-112.3683149
509-19-546,MARLEYPARK,14327 W GEORGIA DR SURPRISE 85379,33.60836748,-112.3684922
509-19-547,MARLEYPARK,14335 W GEORGIA DR SURPRISE 85379,33.60836852,-112.3686695
509-19-548,MARLEYPARK,14343 W GEORGIA DR SURPRISE 85379,33.60836956,-112.3688468
509-19-549,MARLEYPARK,14351 W GEORGIA DR SURPRISE 85379,33.6083706,-112.3690241
509-19-550,MARLEYPARK,14359 W GEORGIA DR SURPRISE 85379,33.60837164,-112.3692014
509-19-551,MARLEYPARK,14365 W GEORGIA DR SURPRISE 85379,33.60837268,-112.3693787
509-19-552,MARLEYPARK,14379 W GEORGIA DR SURPRISE 85379,33.60837372,-112.369556
509-19-553,MARLEYPARK,14391 W GEORGIA DR SURPRISE 85379,33.60837476,-112.3697333
509-19-554,MARLEYPARK,14397 W GEORGIA DR SURPRISE 85379,33.6083758,-112.3699106
509-19-555,MARLEYPARK,14405 W GEORGIA DR SURPRISE 85379,33.60837684,-112.3700879
509-19-556,MARLEYPARK,14419 W GEORGIA DR SURPRISE 85379,33.60837788,-112.3702652
509-19-557,MARLEYPARK,14423 W GEORGIA DR SURPRISE 85379,33.60837892,-112.3704425
509-19-558,MARLEYPARK,14427 W GEORGIA DR SURPRISE 85379,33.60838469,-112.3706286
509-19-559,MARLEYPARK,13648 N 144TH DR SURPRISE 85379,33.60799118,-112.3710775
509-19-560,MARLEYPARK,13672 N 144TH DR SURPRISE 85379,33.60813986,-112.371103
509-19-561,MARLEYPARK,13690 N 144TH DR SURPRISE 85379,33.60828923,-112.3711225
509-19-562,MARLEYPARK,13706 N 144TH DR SURPRISE 85379,33.60844215,-112.3711392
509-19-563,MARLEYPARK,13705 N 144TH LN SURPRISE 85379,33.60843101,-112.3715333
509-19-564,MARLEYPARK,13687 N 144TH LN SURPRISE 85379,33.60825895,-112.3715157
509-19-565,MARLEYPARK,13659 N 144TH LN SURPRISE 85379,33.60809834,-112.3714947
509-19-566,MARLEYPARK,13641 N 144TH LN SURPRISE 85379,33.60793841,-112.3714673
509-19-567,MARLEYPARK,14426 W VOLTAIRE ST SURPRISE 85379,33.6080571,-112.3705713
509-19-568,MARLEYPARK,14420 W VOLTAIRE ST SURPRISE 85379,33.60804867,-112.3703682
509-19-569,MARLEYPARK,14412 W VOLTAIRE ST SURPRISE 85379,33.60804761,-112.3701834
509-19-570,MARLEYPARK,14400 W VOLTAIRE ST SURPRISE 85379,33.60804654,-112.3699987
509-19-571,MARLEYPARK,14392 W VOLTAIRE ST SURPRISE 85379,33.60804547,-112.369814
509-19-572,MARLEYPARK,14384 W VOLTAIRE ST SURPRISE 85379,33.6080444,-112.3696293
509-19-573,MARLEYPARK,14376 W VOLTAIRE ST SURPRISE 85379,33.60804333,-112.3694445
509-19-574,MARLEYPARK,14362 W VOLTAIRE ST SURPRISE 85379,33.60804226,-112.3692598
509-19-575,MARLEYPARK,14354 W VOLTAIRE ST SURPRISE 85379,33.60804119,-112.3690751
509-19-576,MARLEYPARK,14346 W VOLTAIRE ST SURPRISE 85379,33.60804012,-112.3688904
509-19-577,MARLEYPARK,14338 W VOLTAIRE ST SURPRISE 85379,33.60803905,-112.3687056
509-19-578,MARLEYPARK,14330 W VOLTAIRE ST SURPRISE 85379,33.60803798,-112.3685209
509-19-579,MARLEYPARK,14318 W VOLTAIRE ST SURPRISE 85379,33.60803691,-112.3683362
509-19-580,MARLEYPARK,14312 W VOLTAIRE ST SURPRISE 85379,33.60803584,-112.3681515
509-19-581,MARLEYPARK,14306 W VOLTAIRE ST SURPRISE 85379,33.60803469,-112.3679666
509-20-001,MARLEYPARK,14236 W GEORGIA DR SURPRISE 85379,33.60886031,-112.3668107
509-20-002,MARLEYPARK,14232 W GEORGIA DR SURPRISE 85379,33.60886223,-112.3666786
509-20-003,MARLEYPARK,14228 W GEORGIA DR SURPRISE 85379,33.60886145,-112.3665473
509-20-004,MARLEYPARK,14224 W GEORGIA DR SURPRISE 85379,33.60886067,-112.366416
509-20-005,MARLEYPARK,14220 W GEORGIA DR SURPRISE 85379,33.60885989,-112.3662847
509-20-006,MARLEYPARK,14216 W GEORGIA DR SURPRISE 85379,33.60885912,-112.3661534
509-20-007,MARLEYPARK,14212 W GEORGIA DR SURPRISE 85379,33.60885834,-112.3660221
509-20-008,MARLEYPARK,14208 W GEORGIA DR SURPRISE 85379,33.60885756,-112.3658908
509-20-009,MARLEYPARK,14202 W GEORGIA DR SURPRISE 85379,33.60886089,-112.3657595
509-20-010,MARLEYPARK,14196 W GEORGIA DR SURPRISE 85379,33.6088601,-112.3656282
509-20-011,MARLEYPARK,14188 W GEORGIA DR SURPRISE 85379,33.60885933,-112.3654969
509-20-012,MARLEYPARK,14182 W GEORGIA DR SURPRISE 85379,33.60885855,-112.3653656
509-20-013,MARLEYPARK,14176 W GEORGIA DR SURPRISE 85379,33.60885777,-112.3652343
509-20-014,MARLEYPARK,14168 W GEORGIA DR SURPRISE 85379,33.60885699,-112.365103
509-20-015,MARLEYPARK,14164 W GEORGIA DR SURPRISE 85379,33.60885621,-112.3649717
509-20-016,MARLEYPARK,14160 W GEORGIA DR SURPRISE 85379,33.60885131,-112.3648405
509-20-017,MARLEYPARK,14156 W GEORGIA DR SURPRISE 85379,33.60885053,-112.3647092
509-20-018,MARLEYPARK,14152 W GEORGIA DR SURPRISE 85379,33.60884975,-112.3645779
509-20-019,MARLEYPARK,14146 W GEORGIA DR SURPRISE 85379,33.60884897,-112.3644466
509-20-020,MARLEYPARK,14140 W GEORGIA DR SURPRISE 85379,33.60884819,-112.3643153
509-20-021,MARLEYPARK,14134 W GEORGIA DR SURPRISE 85379,33.60884741,-112.364184
509-20-022,MARLEYPARK,14126 W GEORGIA DR SURPRISE 85379,33.60884663,-112.3640527
509-20-023,MARLEYPARK,14120 W GEORGIA DR SURPRISE 85379,33.60883821,-112.3639058
509-20-024,MARLEYPARK,14115 W GEORGIA DR SURPRISE 85379,33.60845529,-112.3638317
509-20-025,MARLEYPARK,14123 W GEORGIA DR SURPRISE 85379,33.60845608,-112.363963
509-20-026,MARLEYPARK,14129 W GEORGIA DR SURPRISE 85379,33.60845686,-112.3640943
509-20-027,MARLEYPARK,14135 W GEORGIA DR SURPRISE 85379,33.60845764,-112.3642256
509-20-028,MARLEYPARK,14143 W GEORGIA DR SURPRISE 85379,33.60845842,-112.3643569
509-20-029,MARLEYPARK,14151 W GEORGIA DR SURPRISE 85379,33.6084592,-112.3644882
509-20-030,MARLEYPARK,14155 W GEORGIA DR SURPRISE 85379,33.60845998,-112.3646195
509-20-031,MARLEYPARK,14159 W GEORGIA DR SURPRISE 85379,33.60846076,-112.3647508
509-20-032,MARLEYPARK,14163 W GEORGIA DR SURPRISE 85379,33.60846154,-112.3648821
509-20-033,MARLEYPARK,14171 W GEORGIA DR SURPRISE 85379,33.60846302,-112.3651324
509-20-034,MARLEYPARK,14177 W GEORGIA DR SURPRISE 85379,33.6084638,-112.3652636
509-20-035,MARLEYPARK,14183 W GEORGIA DR SURPRISE 85379,33.60846458,-112.3653949
509-20-036,MARLEYPARK,14189 W GEORGIA DR SURPRISE 85379,33.60846536,-112.3655262
509-20-037,MARLEYPARK,14197 W GEORGIA DR SURPRISE 85379,33.60846614,-112.3656575
509-20-038,MARLEYPARK,14203 W GEORGIA DR SURPRISE 85379,33.60846692,-112.3657888
509-20-039,MARLEYPARK,14209 W GEORGIA DR SURPRISE 85379,33.6084677,-112.3659201
509-20-040,MARLEYPARK,14213 W GEORGIA DR SURPRISE 85379,33.60846848,-112.3660514
509-20-041,MARLEYPARK,14217 W GEORGIA DR SURPRISE 85379,33.60846926,-112.3661827
509-20-042,MARLEYPARK,14221 W GEORGIA DR SURPRISE 85379,33.60847004,-112.366314
509-20-043,MARLEYPARK,14225 W GEORGIA DR SURPRISE 85379,33.60847081,-112.3664453
509-20-044,MARLEYPARK,14229 W GEORGIA DR SURPRISE 85379,33.60847159,-112.3665766
509-20-045,MARLEYPARK,14233 W GEORGIA DR SURPRISE 85379,33.60847237,-112.3667079
509-20-046,MARLEYPARK,14234 W VOLTAIRE ST SURPRISE 85379,33.60822519,-112.36671
509-20-047,MARLEYPARK,14230 W VOLTAIRE ST SURPRISE 85379,33.60822441,-112.3665787
509-20-048,MARLEYPARK,14226 W VOLTAIRE ST SURPRISE 85379,33.60822363,-112.3664474
509-20-049,MARLEYPARK,14222 W VOLTAIRE ST SURPRISE 85379,33.60822286,-112.3663161
509-20-050,MARLEYPARK,14216 W VOLTAIRE ST SURPRISE 85379,33.60822208,-112.3661848
509-20-051,MARLEYPARK,14210 W VOLTAIRE ST SURPRISE 85379,33.6082213,-112.3660535
509-20-052,MARLEYPARK,14204 W VOLTAIRE ST SURPRISE 85379,33.60822052,-112.3659222
509-20-053,MARLEYPARK,14200 W VOLTAIRE ST SURPRISE 85379,33.60821974,-112.3657909
509-20-054,MARLEYPARK,14194 W VOLTAIRE ST SURPRISE 85379,33.60821896,-112.3656596
509-20-055,MARLEYPARK,14188 W VOLTAIRE ST SURPRISE 85379,33.60821818,-112.3655283
509-20-056,MARLEYPARK,14182 W VOLTAIRE ST SURPRISE 85379,33.6082174,-112.365397
509-20-057,MARLEYPARK,14178 W VOLTAIRE ST SURPRISE 85379,33.60821662,-112.3652657
509-20-058,MARLEYPARK,14170 W VOLTAIRE ST SURPRISE 85379,33.60821585,-112.3651344
509-20-059,MARLEYPARK,14162 W VOLTAIRE ST SURPRISE 85379,33.60821436,-112.3648842
509-20-060,MARLEYPARK,14158 W VOLTAIRE ST SURPRISE 85379,33.60821358,-112.3647529
509-20-061,MARLEYPARK,14154 W VOLTAIRE ST SURPRISE 85379,33.6082128,-112.3646216
509-20-062,MARLEYPARK,14150 W VOLTAIRE ST SURPRISE 85379,33.60821202,-112.3644903
509-20-063,MARLEYPARK,14142 W VOLTAIRE ST SURPRISE 85379,33.60821124,-112.364359
509-20-064,MARLEYPARK,14136 W VOLTAIRE ST SURPRISE 85379,33.60821046,-112.3642277
509-20-065,MARLEYPARK,14128 W VOLTAIRE ST SURPRISE 85379,33.60820968,-112.3640964
509-20-066,MARLEYPARK,14122 W VOLTAIRE ST SURPRISE 85379,33.6082089,-112.3639651
509-20-067,MARLEYPARK,14116 W VOLTAIRE ST SURPRISE 85379,33.60820812,-112.3638338
509-20-068,MARLEYPARK,14109 W VOLTAIRE ST SURPRISE 85379,33.60781725,-112.3636935
509-20-069,MARLEYPARK,14117 W VOLTAIRE ST SURPRISE 85379,33.60781803,-112.3638248
509-20-070,MARLEYPARK,14125 W VOLTAIRE ST SURPRISE 85379,33.60781881,-112.3639561
509-20-071,MARLEYPARK,14131 W VOLTAIRE ST SURPRISE 85379,33.60781959,-112.3640874
509-20-072,MARLEYPARK,14137 W VOLTAIRE ST SURPRISE 85379,33.60782038,-112.3642187
509-20-073,MARLEYPARK,14143 W VOLTAIRE ST SURPRISE 85379,33.60782116,-112.36435
509-20-074,MARLEYPARK,14149 W VOLTAIRE ST SURPRISE 85379,33.60782194,-112.3644813
509-20-075,MARLEYPARK,14153 W VOLTAIRE ST SURPRISE 85379,33.60782272,-112.3646126
509-20-076,MARLEYPARK,14157 W VOLTAIRE ST SURPRISE 85379,33.6078235,-112.3647439
509-20-077,MARLEYPARK,14161 W VOLTAIRE ST SURPRISE 85379,33.60782428,-112.3648752
509-20-078,MARLEYPARK,14169 W VOLTAIRE ST SURPRISE 85379,33.60782584,-112.3651378
509-20-079,MARLEYPARK,14175 W VOLTAIRE ST SURPRISE 85379,33.60782662,-112.3652691
509-20-080,MARLEYPARK,14181 W VOLTAIRE ST SURPRISE 85379,33.60782739,-112.3654003
509-20-081,MARLEYPARK,14187 W VOLTAIRE ST SURPRISE 85379,33.60782817,-112.3655316
509-20-082,MARLEYPARK,14193 W VOLTAIRE ST SURPRISE 85379,33.60782895,-112.3656629
509-20-083,MARLEYPARK,14199 W VOLTAIRE ST SURPRISE 85379,33.60782973,-112.3657942
509-20-084,MARLEYPARK,14203 W VOLTAIRE ST SURPRISE 85379,33.60783051,-112.3659255
509-20-085,MARLEYPARK,14209 W VOLTAIRE ST SURPRISE 85379,33.60783129,-112.3660568
509-20-086,MARLEYPARK,14215 W VOLTAIRE ST SURPRISE 85379,33.60783207,-112.3661881
509-20-087,MARLEYPARK,14219 W VOLTAIRE ST SURPRISE 85379,33.60783285,-112.3663194
509-20-088,MARLEYPARK,14223 W VOLTAIRE ST SURPRISE 85379,33.60783362,-112.3664507
509-20-089,MARLEYPARK,14227 W VOLTAIRE ST SURPRISE 85379,33.6078344,-112.366582
509-20-090,MARLEYPARK,14231 W VOLTAIRE ST SURPRISE 85379,33.60783518,-112.3667133
509-20-091,MARLEYPARK,14232 W WILLOW AVE SURPRISE 85379,33.607588,-112.3667154
509-20-092,MARLEYPARK,14228 W WILLOW AVE SURPRISE 85379,33.60758722,-112.3665841
509-20-093,MARLEYPARK,14224 W WILLOW AVE SURPRISE 85379,33.60758645,-112.3664528
509-20-094,MARLEYPARK,14220 W WILLOW AVE SURPRISE 85379,33.60758567,-112.3663215
509-20-095,MARLEYPARK,14214 W WILLOW AVE SURPRISE 85379,33.60758489,-112.3661902
509-20-096,MARLEYPARK,14208 W WILLOW AVE SURPRISE 85379,33.60758411,-112.3660589
509-20-097,MARLEYPARK,14202 W WILLOW AVE SURPRISE 85379,33.60758333,-112.3659276
509-20-098,MARLEYPARK,14198 W WILLOW AVE SURPRISE 85379,33.60758255,-112.3657963
